31,"['燃气', '热水器', '服务到位', '旧机', '新机', '烟道', '水管', '更', '时间', '很快', '测试', '热水器', '功能', '家用', '水量', '合适', '温度', '高低', '高温']"
32,"['没', '午饭', '的来', '服务态度', '非常', '细心', '耐心', '热水器', '自动', '调节', '温度', '调节', '合适', '水温', '自带', '废气', '感觉']"
33,"['外观', '温度', '很稳', '噪音', '特别', '速度', '特别', '快', '很快']"
34,"['热水器', '感觉', '便宜', '外形', '时尚', '大方', '店里', '便宜', '太', '店里', '华弟', '真的', '贵', '仅仅', '价格', '非常', '出水量', '很大', '热', '速度', '很快', '总体', '绝对', '绝对', '热心']"
35,"['质量', '非常', '挺好', '质量', '挺', '热水', '挺顺', '时间', '长', '时间', '长', '品牌', '不错', '一直']"
36,"['整体', '不错', '外观', '外形', '简洁', '大气', '效果', '效果', '不错', '速度', '服务', '货', '联系', '专业', '服务', '情况', '太', '清楚', '没', '概念', '购物', '物流']"
37,"['物流', '很快', '商品', '简单', '家人', '很快', '手', '温度', '外观', '简约', '时尚', '专业', '细心', '热水器', '性价比', '高', '期', '品牌', '信赖', '外形', '外观', '简约', '时尚', '效果', '不错', '温度', '稳定', '噪音', '服务', '专业', '细心']"
38,"['产品', '非常', '不错', '产品', '价格', '方面', '一直', '比较', '亲民', '老', '热水器', '坏', '时间', '品牌', '物流', '非常', '快捷', '联系', '已经', '朋友']"
39,"['外形', '外观', '外观', '不错', '造型', '效果', '热', '稳定', '效果', '噪音', '噪音', '速度', '快速', '服务', '快速', '便捷', '情况']"
40,"['已经', '个人', '特别', '售后', '免费', '非常', '热情', '水', '几乎', '热', '声音', '稍微', '有点']"
41,"['品牌', '信赖', '线条', '流畅', '优美', '机身', '小巧', '漂亮', '房间', '漂亮', '快速', '热水', '时', '声音', '外观', '漂亮', '快速', '地方', '热水', '问题', '水量']"
42,"['服务', '专业', '安全', '细致', '尤其', '疫情', '非常', '时期', '客户', '工作人员', '工作服', '口罩', '速度', '快', '视频', '声音', '声音', '热水器', '声音', '不错']"
43,"['品牌', '信赖', '耐心', '热情', '量尺寸', '方法', '水流', '挺', '敏感', '启动', '型号', '电热水器', '省', '不少', '钱', '电']"
44,"['外形', '外观', '品牌', '效果', '舒适', '噪音', '速度', '速度', '快', '简单', '服务', '服务到位', '物流', '很快', '情况', '低能耗', '高效率']"
45,"['外形', '外观', '效果', '持续', '温度', '噪音', '很小', '噪音', '速度', '热水', '很快', '服务', '非常', '完美', '情况', '清楚', '标的', '能耗']"
46,"['外形', '外观', '外形', '屏幕显示', '效果', '效果', '精准', '水温', '噪音', '速度', '热水', '快', '服务', '态度', '极好', '清洁', '必须', '情况', '能耗', '省气', '省心']"
47,"['外形', '外观', '简洁', '大方', '效果', '不错', '一小', '会儿', '水温', '稳定', '智能', '温控', '全程', '水温', '变化', '情况', '噪音', '正常', '速度', '正常', '服务', '服务', '挺', '联系', '态度', '专业', '收费', '专业']"
48,"['外形', '外观', '简洁', '磨砂', '银色', '档次', '大屏', '数字', '清晰', '效果', '热', '温度', '热', '舒适', '水温', '噪音', '噪音', '稳定', '速度', '速度', '快', '温度', '快', '服务', '发货', '快', '服务', '熟练', '心细', '情况', '能耗', '低热', '效高', '省心', '省气']"
49,"['颜色', '银白色', '干净', '颜色', '热水管', '很快', '热水', '效果', '冷水', '情况', '速度', '很快', '水流', '很大', '声音', '正常', '速度', '非常', '快', '专业', '比较', '省', '电', '购物']"
50,"['外形', '外观', '外形', '合适', '一体', '按键', '效果', '效果', '气温', '水温', '洗澡时', '噪音', '声音', '轻', '速度', '速度', '很快', '服务', '过程', '注意事项', '调试', '情况', '能耗', '省', '电']"
51,"['天然气', '非常', '精品', '外壳', '工艺', '相当', '瑕疵', '电', '供电', '日常', '电池', '烦恼', '技术', '厉害', '刚好', '烟口', '刚好', '废气', '废气', '外', '天然气', '尤为', '越早', '越好', '经常', '商品', '优先']"
52,"['体验', '很快', '热水', '声音', '燃气灶', '烧气', '声音', '专业', '客气']"
53,"['热水器', '品牌', '不错', '材质', '厚道', '不锈钢', '面板', '屏幕显示', '很漂亮', '时', '声音', '比较', '老年人', '烟道', '声音', '温度', '稳定', '铜', '水箱', '力', '专业', '价格', '不错']"
54,"['口', '容积', '量', '够够', '关键', '价格', '实惠', '天', '时间', '特别', '快', '物流', '力', '已经', '评价', '问题', '不错', '电器']"
55,"['物流', '力', '零点', '单', '干活', '态度', '小时', '细心地', '缝隙', '机器', '外观', '简洁', '漂亮', '方便', '简单', '噪音', '出水量', '再也', '原来', '感觉', '能耗', '体会']"
56,"['外形', '外观', '燃气', '热水器', '销量', '外观', '简洁', '大方', '效果', '燃气', '热水器', '效果', '最好', '体验', '最好', '一直', '直爽', '噪音', '水', '声音', '热水器', '声音', '速度', '水压', '服务', '非常', '态度', '非常', '情况', '燃气', '便宜', '方式']"
57,"['效果', '温度', '水压', '偏', '热水器', '较好', '服务', '非常', '便捷', '疫情', '效率', '不错']"
58,"['商品', '空调', '冰箱', '灶具', '热水器', '父母', '问题', '热水器', '价格', '极其', '便宜', '同样', '自然', '区别', '少', '功能']"
59,"['外形', '外观', '银色', '干净', '服务', '小哥', '服务', '耐心', '老乡', '亲切', '情况', '投入使用']"
60,"['外形', '外观', '外形', '非常', '效果', '整体', '不错', '噪音', '噪音', '稍微', '有点', '速度', '速度', '很快', '热水器', '坏', '水压', '太', '低', '火', '冷水澡', '再也', '情况', '爆棚', '物流', '很快', '很快', '态度', '整体', '非常']"
61,"['速度', '很快', '热水器', '非常', '外形', '非常', '简洁', '银色', '磨砂', '质地', '黑色', '按键', '非常', '水温', '调节', '稳定', '水量', '很大', '很快', '很快', '热水', '热水器', '工作', '状态', '声音', '不大', '噪音', '按键', '非常', '方便', '不得不', '客服', '下单', '一直', '客服', '联系', '尤其', '新冠', '病毒', '特殊', '时期']"
62,"['时尚', '大方', '噪音', '速度', '很快', '物流', '快']"
63,"['外形', '外观', '金属', '质感', '高大', '效果', '马上', '热水', '很快', '温度', '噪音', '排气', '顺畅', '速度', '一小', '热水', '正常', '范围', '情况', '天然气', '热水', '正常', '服务', '收货', '速度', '快']"
64,"['外形', '外观', '简洁', '大方', '外形', '不锈钢', '面板', '大气', '效果', '小户型', '问题', '效果', '噪音', '几乎', '没', '噪音', '速度', '速度', '快', '近', '服务', '物流', '服务', '比较', '偏远', '地方', '服务', '人员', '态度', '动作', '利索', '新机', '材料费']"
65,"['热水器', '很快', '马上', '敬业', '专业', '技术', '强', '娴熟', '活', '净', '利索', '赞誉', '热水器', '品牌', '质量', '水热', '快', '温度', '调节', '方便', '价格', '优惠', '产品']"
66,"['外形', '外观', '燃气', '热水器', '外观设计', '漂亮', '档次', '高', '耐看', '效果', '温度', '精准', '温差', '噪音', '噪音', '正常', '范围', '速度', '速度', '非常', '快', '服务', '速度', '非常', '快', '材料', '免费', '情况', '高']"
67,"['外观', '简洁', '大方', '性价比', '高', '非常', '简单', '温度', '方便', '老楼', '低', '水压', '启动', '稳定', '热得快', '快捷', '明码标价', '配件', '稍微', '贵', '建议', '燃气管', '丝扣', '费用']"
68,"['外形', '外观', '款式', '新颖', '屏幕显示', '范儿', '效果', '精准', '水温', '舒服', '噪音', '基本', '噪音', '速度', '水', '很快', '速热型', '服务', '厂家', '细心', '问题', '情况', '品牌', '一直', '信赖']"
69,"['外形', '外观', '款式', '外观', '简易', '大气', '智能', '大屏', '效果', '自动', '断电', '运作', '预设', '温度', '噪音', '不错', '工作', '时', '声音', '速度', '快速', '热水', '供水量', '挺大', '家庭', '服务', '务', '态度', '情况']"
70,"['品牌', '力量', '电视', '热水器', '外观设计', '简单', '方便', '爸妈', '水温', '燃气', '有点', '声音', '热水器']"
71,"['房子', '原来', '强', '排机', '坏', '郁闷', '疫情', '安全', '小区', '人员', '热水器', '挺', '造型', '简单', '大方', '简单', '效果', '水', '温度', '很好', '产品价格', '实惠']"
72,"['外形', '外观', '外观设计', '简洁', '大方', '显示屏', '很大', '效果', '精准', '温度', '调节', '温度', '方便', '噪音', '平稳', '澡音', '速度', '热水', '很快', '热', '服务', '工作', '认真负责', '情况', '能耗', '节省', '煤气', '服务态度']"
73,"['效果', '仍然', '相同', '温度', '水', '外形', '外观', '简洁', '大方', '噪音', '很小', '服务', '快速']"
74,"['外形', '外观', '外形', '大气', '效果', '精准', '水温', '舒适', '噪音', '速度', '热水', '很快', '热', '服务', '技术', '高', '服务态度', '情况', '很好', '省气', '省心']"
75,"['热水器', '外观', '整体', '不错', '质量', '效果', '不错', '水', '不错', '噪音', '噪音', '很小', '速度', '很快', '热', '服务', '热勤', '很小', '品质']"
76,"['外形', '外观', '简单', '大方', '速度', '很快', '服务', '父', '特别', '比较', '精细', '用户', '省', '不少', '钱', '噪音', '噪音', '不大', '特别', '快', '小哥']"
77,"['电器', '名牌', '空调', '更好', '热水器', '效果', '刚刚', '温度', '很巴']"
78,"['非常', '很快', '联系', '老房子', '城区', '一定', '距离', '马上', '干净', '信赖', '热水器', '方便', '温度', '合适', '声音', '稍']"
79,"['外形', '外观', '简单', '大方', '方便', '效果', '测试', '温度', '不错', '噪音', '很小', '速度', '很大', '服务', '服务态度', '服务质量', '情况', '速度', '很快', '售后', '很漂亮', '牌子', '信赖', '费用', '少']"
80,"['外观', '时尚', '简约', '水温', '时', '噪音', '比较', '流畅', '能耗', '低', '性价比', '很高', '热水器']"
81,"['外包装', '外形', '设计', '简洁', '明快', '简单', '易', '启动', '声音', '很小', '水温', '足量', '热水', '售后', '人员', '服务到位', '清理', '干净', '工作', '态度', '认真负责', '非常', '热水器']"
82,"['很快', '产品', '价格便宜', '店铺', '起码', '便宜', '实惠', '方便', '简单', '热水', '时间', '很快', '噪声', '低', '不少', '过程', '温度', '急剧', '变化', '现象', '品牌', '功能', '实时', '水温', '更', '型号']"
83,"['产品', '外形', '简约', '表面', '大方', '面板', '简单', '温度', '控制精度', '很快', '材料费', '原来', '老', '产品', '烟管', '水管', '角阀', '原来', '材料费']"
84,"['外形', '外观', '挺', '漂亮', '效果', '水', '正常', '噪音', '挺', '速度', '很快', '均匀', '服务', '小哥', '服务到位', '情况', '长期', '再来']"
85,"['非常', '一直', '燃气', '热水器', '简单', '外形', '简捷', '银色', '很漂亮', '出水量', '很大', '噪音', '很小', '价格', '实惠', '非常', '快', '全']"
86,"['速度', '效率', '容量', '噪音', '非常', '噪音', '效果', '水温', '状态', '外形', '外观', '燃气', '热水器', '非常', '服务', '小时', '非常', '辛苦', '服务态度', '细心', '方法', '情况', '辅材', '材质', '国标', '质量', '杠杠', '牌子', '特别', '客服', '非常', '热情', '礼貌']"
87,"['外形', '外观', '热水器', '外观', '大方', '不锈钢', '材质', '简洁', '附带', '液晶', '显示屏', '温度', '不错', '效果', '热水器', '速度', '很快', '热水', '水温', '关水', '热水', '很快', '速度', '速度', '很快', '水', '压力', '挺', '服务', '特别', '服务', '不错', '情况', '能效', '总体', '不错', '不错', '质量', '过硬', '久']"
88,"['外形', '外观', '非常', '不错', '设计', '风格', '简约', '大气', '非常', '效果', '非常', '智能', '不错', '噪音', '噪音', '非常', '家庭', '速度', '温度', '很快', '服务', '非常', '专业', '小哥', '不错', '情况', '家庭', '省', '电']"
89,"['外观', '很漂亮', '数字', '温度', '清晰', '明', '速度', '快', '比较', '匀速', '水温', '再也', '热', '冷', '旧', '老爸', '方便', '货', '电话', '疫情']"
90,"['外观', '大气', '品牌', '一直', '信赖', '细心', '快', '省气']"
91,"['产品', '热水器', '已经', '房子', '很好', '质量', '很好', '态度', '套', '房子', '正好', '赶上', '便宜', '电器']"
92,"['外形', '外观', '外观', '简洁', '外表', '干净', '设计', '不错', '效果', '效果', '很快', '老款', '噪音', '噪音', '范围', '服务', '服务', '售后', '马上', '懈怠', '电器', '国货']"
93,"['外形', '外观', '很漂亮', '小巧', '空间', '效果', '水温', '调节', '旧', '好用', '太', '速度', '很快', '水流', '噪音', '几乎', '声音', '真的', '静音', '品牌', '情况', '很慢', '服务', '很快', '太细']"
94,"['外形', '外观', '很漂亮', '简洁', '效果', '很棒', '温度', '比较', '固定', '服务', '人员', '比较', '电话']"
95,"['价格便宜', '外形', '物流', '很快', '电器', '自营', '店', '便宜', '热水器', '简单', '快', '水量', '品牌', '非常', '电插座', '乱收费']"
96,"['外形', '外观', '外观', '简洁', '按钮', '简单', '容易', '老人家', '效果', '效果', '速度', '很快', '水龙头', '全都', '热', '服务', '规范', '售后', '全程', '客服', '联系', '噪音', '噪音', '感觉']"
97,"['外观', '简洁', '大方', '噪音', '快', '效果', '再也', '服务态度', '前锋', '热水器', '品牌']"
98,"['外形', '外观', '不错', '比较', '工整', '材料', '不错', '质量', '挺', '效果', '效果', '真的', '地方', '很小', '水', '水温', '预期', '价格', '效果', '噪音', '噪音', '影响', '很小', '速度', '调节', '不错', '服务', '最深', '地方', '效果', '挺好']"
99,"['热水器', '不错', '自营', '热水器', '品牌', '物流', '速度', '很快', '外观设计', '简洁', '大方', '温度', '清晰', '非常', '简单', '水', '快', '噪音', '情况', '范围', '温度', '水压', '变化', '能耗', '服务']"
100,"['外形', '外观', '挺', '效果', '温度', '稳定', '噪音', '速度', '很快', '服务', '不错', '情况', '比较', '性价比', '高']"
101,"['款式', '简单', '大方', '效果', '不错', '全程', '热水', '蛮好', '噪音', '很小', '几乎', '声音', '速度', '一向', '电器', '售后', '方面', '很快', '能耗', '高', '相对', '价格', '性价比', '杠杠', '疫情', '情况', '物流', '快', '相当', '不错']"
102,"['燃气', '智能', '精', '热水器', '外观', '简洁', '大气', '效果', '温度', '舒适', '功能', '时', '安全', '双重', '非常', '机器', '快', '自营', '速度', '快', '品牌', '信赖', '不错', '购物', '体验']"
103,"['外形', '外观', '不错', '服务', '服务', '不错', '快速', '专业', '热水器']"
104,"['外形', '不错', '声音', '不大', '明显', '原来', '老', '机器', '能耗', '居家', '旅行', '设备', '蛮', '热心']"
105,"['热水器', '性价比', '不错', '外观', '简洁', '大方', '蛮', '质感', '效果', '不错', '过程', '水温', '感觉', '明显', '波动', '噪音', '比较', '热水', '速度', '蛮快', '厂家', '服务态度', '挺好', '细心', '总体']"
106,"['物流', '快', '早就', '旧', '热水器', '热情', '专业', '热水器', '外观', '简单', '大气', '水温', '调控']"
108,"['非常', '热', '样子', '顺眼']"
109,"['外形', '外观', '简约', '时尚', '效果', '温度', '刚刚', '卫生间', '噪音', '声音', '挺', '少', '速度', '服务', '专业', '热情', '非常', '不错']"
110,"['已经', '非常', '中间层', '水压', '太', '容易', '启动', '热水', '温度控制', '简单', '方便', '品牌', '信赖']"
111,"['外观', '精美', '低', '水压', '老', '断水', '很快', '热水', '非常', '快速', '必须']"
112,"['活动', '热水器', '感觉', '非常', '热水器', '外观', '小巧', '速度', '不错', '整体', '感觉', '水温', '不错', '相对', '比较', '服务', '真的', '非常', '大热天', '真是', '辛苦']"
113,"['外形', '外观', '精致', '大气', '效果', '温度', '速度', '速度', '快', '服务', '态度', '情况', '燃气', '电省', '电得', '一直', '保温', '电费', '噪音']"
114,"['外形', '外观', '外观', '大气', '颜色', '屏幕', '方便', '清晰', '效果', '效果', '不错', '一直', '效果', '噪音', '噪音', '阳台', '基本', '速度', '很快', '服务', '下单', '电话', '立即', '态度', '非常', '水平', '高', '情况', '能耗']"
115,"['质量', '服务态度', '特别', '热水器', '相当', '不错']"
116,"['非常', '大热天', '特别', '热水器', '蛮', '辛苦', '热水器', '评价', '噪音', '温度', '稳定', '程度', '机器', '毕竟', '阳台']"
117,"['比较', '特殊', '空间', '房子', '牌子', '方面', '不错', '品牌', '合适', '尺寸', '刚刚', '服务']"
118,"['外形', '外观', '简单', '大方', '效果', '温度', '噪音', '速度', '很快', '服务', '服务']"
119,"['外形', '外观', '外观', '时尚', '大方', '屏幕显示', '清晰', '效果', '速度', '快', '温度', '稳定', '简单', '噪音', '噪音', '速度', '速度', '快', '机器', '很快', '服务', '服务', '重点', '必须', '标准', '流程', '过程', '工匠', '精神', '调试', '清理', '现场', '热水器', '问题', '感觉', '收费', '料', '钱', '特别', '规矩', '辅料', '明码标价', '乱收费', '消费', '心情', '特别', '愉悦', '诚恳', '态度', '特别', '业务', '能力', '相当', '过程', '相当', '专业', '相当', '高', '技术水准', '总结', '公司', '相当', '高', '技术水平', '相当', '高', '工作人员', '素质', '公司', '全新', '公司', '心目', '地位', '品牌', '真正', '原来', '生活', '更', '过硬', '技术', '素质', '品牌', '情况', '机器', '能效']"
120,"['自带', '花', '新', '排气管', '感觉', '更', '功率', '卫生间', '燃气管']"
121,"['外形', '外观', '质量', '外观', '精致', '效果', '显著', '噪音', '噪音', '服务', '服务到位', '收费']"
122,"['热水器', '很大', '气', '压力', '热水器', '舒服', '水', '温度', '温度', '方便', '热水器', '很快', '冲凉', '时间', '热水器', '强排', '风机', '声音', '热水器', '力', '质量', '物流', '快', '购物']"
123,"['外形', '外观', '外观', '简约', '大方', '材质', '效果', '效果', '家庭', '水温', '保持稳定', '噪音', '噪音', '至少', '正常', '声响', '速度', '效果', '不错', '水', '热', '服务', '技术', '情况', '能耗', '低', '性价比', '很高', '热水器']"
124,"['外形', '外观', '完好', '非常', '工整', '效果', '温度', '适宜', '速度', '快', '噪音', '噪音', '速度', '热水', '速度', '很快', '服务', '非常', '服务', '情况', '暂时', '长期', '评价']"
125,"['外形', '外观', '外形', '小巧', '大气', '奢华', '噪音', '热水器', '真的', '声音', '热水器', '比较', '热水器', '服务', '服务', '电话', '联系', '约', '时间', '服务', '非常']"
126,"['速度', '快', '气', '效果', '评论', '宽', '管子', '规范']"
127,"['外形', '外观', '外观', '漂亮', '大气', '很棒', '效果', '水温', '稳定', '卫生间', '噪音', '厨房', '噪音', '声音', '速度', '快', '厕所', '厨房', '近', '热水', '速度', '慢', '服务', '用心', '不错', '情况', '具体', '气']"
128,"['服务', '非常', '力', '认真负责', '很好', '外形', '外观', '外观', '完好', '高大', '效果', '天然气', '品牌', '姓赖', '噪音', '噪音', '声音', '特别', '速度', '很快', '天然气', '情况', '能耗', '低', '问题', '物流', '快', '姓赖']"
129,"['热水器', '特价', '刚好', '快', '刚刚', '货', '小时', '辛苦', '智能', '精', '断电', '记忆', '侧焰', '稳燃', '漏气', '双重', '燃气', '热水器', '天然气']"
130,"['外形', '外观', '传统', '外观', '速度', '热水', '速度', '很快', '服务', '专业', '很快', '效果', '短暂', '冷水', '价格', '很棒']"
131,"['效果', '水温', '设置', '温度', '稳定', '水温', '价格', '实惠']"
132,"['热水器', '发货', '速度', '很快', '小哥', '设置', '几度', '几度', '快', '小哥', '负责人', '外观设计', '时尚', '大气', '物流', '速度', '非常', '快', '货', '基本上', '太', '问题', '价格', '比较', '便宜', '质量', '比较']"
133,"['外形', '外观', '很大', '气', '银色', '耐脏', '耐看', '效果', '刚', '效果', '非常', '噪音', '声音', '正常', '速度', '水压', '很大', '很爽', '服务', '人员', '热情', '速度', '快', '服务到位', '情况', '能效', '不错']"
134,"['物流', '真的', '挺', '力', '热水器', '外观', '简洁', '漂亮', '简单', '水龙头', '热水', '方便', '燃气', '热水器', '刚', '简单']"
135,"['自营', '特别', '快', '热情', '服务态度', '非常', '热水器', '质量', '不错', '外观', '简约', '时尚', '热水', '特别', '快']"
136,"['品牌', '信赖', '购物', '方便', '售后', '物流', '原来', '装', '电池', '老式', '热水器', '电源', '比较', '远', '安全', '方便', '真是', '辛苦', '配件', '收费', '全', '标准']"
137,"['一直', '热水器', '品牌', '品牌', '品牌', '信赖', '质量', '燃气', '热水器', '限流', '感觉', '不错', '水温', '稳定', '静音', '嘈杂', '机身', '配套', '很快', '缺点', '管话', '阀']"
138,"['不错', '热水器', '非常', '调试', '完整', '效果', '不错', '银白色', '外观', '非常', '简洁', '热水', '很快', '挺好', '非常', '尽心', '调试', '小时']"
139,"['外形', '外观', '简洁', '效果', '噪音', '合适', '速度', '性价比', '高', '服务', '情况', '暂时', '物流', '特别', '快', '非常', '不错', '效果', '非常', '活动', '价', '性价比', '特别', '高', '建议', '免费', '非常']"
140,"['简便', '快', '快', '耐心']"
