good_id,brand,price,score,comment,creationMonth
JSQ22-HWA,美的（Midea）,799.00,1,安装不了，退货申请无人理会,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：安装费用太高，退货,2019-09
JSQ22-HWA,美的（Midea）,799.00,1,水不热，10度都没有,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：安装师傅太不专业,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,送货扔在小区门口，美的安排，的安装要了379,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,和说明不一样，请看图片。,2020-05
JSQ22-HWA,美的（Midea）,799.00,1,货还没收到就要我评价，评价什么？为什么自动已收货了？之前确认的今天收货，为什么没送也不电话说一声？,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,安装服务差，一点也不负责任。,2020-03
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：商品还不错，售后太差了。,2020-06
JSQ22-HWA,美的（Midea）,799.00,1,新机器，拆开管里全是水流出来？,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,买个新的然气热水器打不着火。没发用以后不要在网上买不靠谱,2020-02
JSQ22-HWA,美的（Midea）,799.00,1,全都是套路，安装下来三四百,2020-06
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：安装工人找借口胡乱收费。,2020-04
JSQ22-HWA,美的（Midea）,799.00,1,一个月都没有就漏水，如果想买漏水就买吧！,2020-04
JSQ22-HWA,美的（Midea）,799.00,1,偷工减料，必要的配件没有配齐，购买需谨慎！！！,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,一波几折，下次不会再选美的,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,技术性引导和威胁客户，购买配件。,2019-08
JSQ22-HWA,美的（Midea）,799.00,1,安装人员，不停的推销东西，只有不要他安装了。,2019-06
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：差差差 免费上门安装是空话 物流还所以,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,"安装服务：差
外形外观：还行
噪音大小：大
耗能情况：大
出水速度：快
恒温效果：还行",2020-03
JSQ22-HWA,美的（Midea）,799.00,1,声音不是响，就是噪音，不能忍受,2019-05
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：不给安装,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,拍了两个只收到一个,2020-01
JSQ22-HWA,美的（Midea）,799.00,1,才用了一个月不到,2020-04
JSQ22-HWA,美的（Midea）,799.00,1,大牌物件，品质不错，非常适用，值得推荐。,2019-06
JSQ22-HWA,美的（Midea）,799.00,1,质量不过关，噪音也很大,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,安装完成服务好,2020-06
JSQ22-HWA,美的（Midea）,799.00,1,该备注的没备注,2020-06
JSQ22-HWA,美的（Midea）,799.00,1,噪音大小：别卖热水器了，改行做喇叭吧。,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,配件贵的一比！,2019-04
JSQ22-HWA,美的（Midea）,799.00,1,安装后漏水，安装师傅态度不好,2020-03
JSQ22-HWA,美的（Midea）,799.00,1,滴滴响用了一个月这是咋回事 噪音真大,2019-04
JSQ22-HWA,美的（Midea）,799.00,1,材料费和商家给的材料费贵好多，还是自己装吧,2019-04
JSQ22-HWA,美的（Midea）,799.00,1,机器600多，安装费500多！这玩意安装费马上比机器贵了！！！,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,洗澡10分钟，可以熄火1.2次，服了,2019-09
JSQ22-HWA,美的（Midea）,799.00,1,刚买完第二天可以**优惠，保价还没用,2020-06
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：安装费不知道怎么算的，七百，怎么不去抢啊。,2019-10
JSQ22-HWA,美的（Midea）,799.00,1,发了个磕损的货,2020-03
JSQ22-HWA,美的（Midea）,799.00,1,上门及时，服务规范,2020-03
JSQ22-HWA,美的（Midea）,799.00,1,安装师傅不专业，有管和机器不对位，强行斜着将机器出烟口板入，在我强烈要求下，才把机器移动位置，我担心会不会板坏了机器！,2019-06
JSQ22-HWA,美的（Midea）,799.00,1,买来两天就故障，糟心，美的质量真的不行了,2020-02
JSQ22-HWA,美的（Midea）,799.00,1,插上电源，待机有电流声！有谁知道这个热水器待机功率有多少瓦呀？,2019-04
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：安装费快比热水器贵了  安装费快比热水器贵了,2020-05
JSQ22-HWA,美的（Midea）,799.00,1,安装的师傅态度挺好，但是这个安装费虽然是明码标价，但是真的太贵啦，别的用过以后再评论吧。,2019-10
JSQ22-HWA,美的（Midea）,799.00,1,刚买回来就降价，都是跳楼价，不知道质量怎么样，真担心，便宜了那么多钱，我要补差价！！！！,2019-06
JSQ22-HWA,美的（Midea）,799.00,1,买回来安装后不能用是个坏机，又调换了新的，折腾好几天，总算搞定了,2019-09
JSQ22-HWA,美的（Midea）,799.00,1,待机噪音大，嗡嗡的，换货还是同样毛病。退货中,2020-03
JSQ22-HWA,美的（Midea）,799.00,1,热水器噪音不小，618拍时显示19号送达，结果22号才收到,2019-06
JSQ22-HWA,美的（Midea）,799.00,1,配送的热水器居然少了个配件，然后客服跟我说每个地方不一样，所以少就少了叫我自己买，你的东西少了配件叫我买？傻不拉几的,2019-05
JSQ22-HWA,美的（Midea）,799.00,1,"外形外观：真心难看
恒温效果：不好
噪音大小：常 大
出水速度：慢",2020-04
JSQ22-HWA,美的（Midea）,799.00,1,安装好一直没有用过，大冬天第一次使用准备洗澡就发现机器故障，美的的产品真的是辣鸡中的辣鸡。,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,安装不满意,2019-10
JSQ22-HWA,美的（Midea）,799.00,1,坏的，后来给换了,2020-02
JSQ22-HWA,美的（Midea）,799.00,1,拍错不给退,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,安装完就没事儿了吗？不检查漏气吗？工作人员就是大爷。,2019-07
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：乱收费，不出具收费项目，也没有收费发票。就是一个小作坊模式,2020-05
JSQ22-HWA,美的（Midea）,799.00,1,国际大品牌，一天都不到就打不着火，买着顺心，用着舒心，值得拥有！,2019-10
JSQ22-HWA,美的（Midea）,799.00,1,存在质量问题漏水,2020-01
JSQ22-HWA,美的（Midea）,799.00,1,大小气了,2019-05
JSQ22-HWA,美的（Midea）,799.00,1,出问题了，热水设置到47还是不烫。有热感,2020-01
JSQ22-HWA,美的（Midea）,799.00,1,外形外观：刚装上发现有污渍两块黑色一大片水渍样的东西擦不掉，难看死了,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,新东西拿来就出现异响。退换还慢的要死。,2020-06
JSQ22-HWA,美的（Midea）,799.00,1,配件贼贵，建议贵公司不要生产产品，做配件就行了。,2019-10
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：各种找借口收费，趁着在家的老人不懂把换下来的旧热水器还拿走了，被京东这种服务恶心到了,2020-01
JSQ22-HWA,美的（Midea）,799.00,1,安装人员乱收费，不到一千的热水器，安装费张口300，后悔买美的的,2019-03
JSQ22-HWA,美的（Midea）,799.00,1,安装费416，好贵,2019-09
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：安装时打火工作，两天后一直不打火。外包安装公司只登记不来人修，投诉无门！,2020-01
JSQ22-HWA,美的（Midea）,799.00,1,安装的师傅很好！态度也非常好！产品没用还不知道！但是安装的费用比较高！,2019-05
JSQ22-HWA,美的（Midea）,799.00,1,外形外观：刚装上，按键处就起皮了。美的的东西，简直就是一次性的&hellip;&hellip;,2019-10
JSQ22-HWA,美的（Midea）,799.00,1,美的出厂没有质检的吗？外壳都关不上就敢出货？螺丝跟螺帽完全不吻合！,2020-06
JSQ22-HWA,美的（Midea）,799.00,1,"安装服务：安装服务差。
美的安装服务态度差，费用贵，后期安装客服沟通没礼貌",2020-06
JSQ22-HWA,美的（Midea）,799.00,1,送过来装好之后，每次打着火很快就自动熄火，安装师傅折腾了半天，最后还是咨询美的官方的售后维修人员才知道是个经典故障，有一个接头松了，接好之后才一切正常，这还是新机器呢,2019-06
JSQ22-HWA,美的（Midea）,799.00,1,售货装配不合格？不给与退货，还要求折旧？流程慢的一批,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,商品是不错的，可是喃 免费安装确实是免费安装的哦。配件安装给我付了170，我也是醉了！真心让我觉得免费安装了&hellip;&hellip;,2019-05
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：不想说这个安装的过程，最后一个安装师傅还不错，但是花费太高了，不值得，劝大家千万不要买,2020-02
JSQ22-HWA,美的（Midea）,799.00,1,安装辅材费用加起来要四佰多，热水器才800多,2019-10
JSQ22-HWA,美的（Midea）,799.00,1,东东不错，但美的的安装太@，连工带料花了*元才搞好。相信美的的安装比产品的利润高。,2019-09
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：不好！想赚钱是正常的，但你要了解事实，自己装好了，再见！,2020-02
JSQ22-HWA,美的（Midea）,799.00,1,耗能情况：拆开包装没有充电接头，家里所有的充电插口都不行，有点奇怪,2020-05
JSQ22-HWA,美的（Midea）,799.00,1,配件缺七少八的，出厂有核对么？排气管开的孔位也都对不上！,2020-05
JSQ22-HWA,美的（Midea）,799.00,1,美的销售部门存在信息泄露，会将安装信息出卖给外包公司，如果买的话一定去找美的专业部门去安装。！,2019-06
JSQ22-HWA,美的（Midea）,799.00,1,东西收到了、安装师傅上门安装检查热水器有质量问题、不能安装、我申请了退换货、已经过去一天了、也没能安排申请、现在的京东服务是怎么呢、冬天没热水用,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,安装有点强买强卖的意思，我本来装的就是美的燃气热水器，换了个新型号，本可以什么都不换，安装师傅硬是说公司标准要求换新的排气管。,2019-09
JSQ22-HWA,美的（Midea）,799.00,1,刚装上就不能调温，安装师傅换了几波，都调不好，申请退货中,2020-06
JSQ22-HWA,美的（Midea）,799.00,1,以后找暴利工作就直接去美的售后维修当师傅吧！,2019-07
JSQ22-HWA,美的（Midea）,799.00,1,刚买用了一天 隔个几天就不能用了 上门修说什么阀门坏了找厂家拿  同一批的苏泊尔燃气灶买回来也是坏的 这平台让我怀疑了,2019-07
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：后服务不行，虽然受疫情影响，但是等了一周了，我都上班了，安装还不上班，只有自己在外面花钱找师傅安装了！,2020-02
JSQ22-HWA,美的（Midea）,799.00,1,我以为我捡了便宜，但是安了才发现这个安装配件价格是不是有点贵，不买还没发安，介绍里没有，所以属于隐藏消费。。。。。。,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,送货速度快、但是噪音太大了&hellip;&hellip;建议大家不要买了！之前使用其它品牌的热水气！一样的价格比这个好太多了,2019-04
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：产品页面上说燃气热水器安装费不超过300，结果厂家师傅上门说要470，之前买的海尔热水器也是要500安装费，退了换美的还这样。899的热水器安装费要470合适吗？京东就这么跟厂家协商的？,2019-10
JSQ22-HWA,美的（Midea）,799.00,1,安装不太好，材料费用也没有说清楚，拆卸的天花没安装到位。安装的材料费顶的上半个热水器的价格了。不建议购买。,2019-10
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：无,2020-03
JSQ22-HWA,美的（Midea）,799.00,1,师傅的态度好,2020-04
JSQ22-HWA,美的（Midea）,799.00,1,热水器还是挺好的，物有所值，就是服务态度不好，可以把你气个半死,2019-09
JSQ22-HWA,美的（Midea）,799.00,1,坏的,2020-05
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：安装师傅把热水器划了一道也不承认，说的是免费安装，来了之后就乱收费，还故意吧原来的热水器搞坏,2020-04
JSQ22-HWA,美的（Midea）,799.00,1,安装不提前提醒我们要收额外材料，最后安装时说收材料费*元，不爽，影响用户体验，万一购买初衷不同啊,2019-05
JSQ22-HWA,美的（Midea）,799.00,1,差差差，送到的货外包装损坏，打开里面热水器表面有问题，联系客服换了一个，货送到一直联系安装师傅联系不上，联系客服处理一直不见结果，后面电话都不接了，一直联系不上人，后面自己出钱找人安装的&hellip;&hellip;,2019-08
JSQ22-HWA,美的（Midea）,799.00,1,送货的不给验货，送来就走人了，货送来就断裂，已经生锈，到底是哪一年的老机器？？？？,2020-03
JSQ22-HWA,美的（Midea）,799.00,1,虚假宣传，相信京东才在京东买的。大字大大的字标明安装不超过300  下面搞个小括号来备注，这个不算那个不算价。,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,虽然安装不要钱，但是最后的费用却是比有安装费更多。总体感触是觉得上当了,2020-06
JSQ22-HWA,美的（Midea）,799.00,1,机器里有漏水情况，经常会有水滴落遇热滋滋的声音。,2020-01
JSQ22-HWA,美的（Midea）,799.00,1,极差，用了一次。两周后再用，就坏了。打不着火。。。,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,家里只有老人也不懂安装什么的，货送到就走了，问他谁安装他说不是他有人会来的，结果直到第二天晚上都没来，送货跟安装之间一点沟通都没，还得自己回来预约，搞得几天都没热水用,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：封顶300就是文字游戏，安装费700能再买一台了，一锤子**，要不是安装了绝对退货,2020-01
JSQ22-HWA,美的（Midea）,799.00,1,热水器花了778 安装花了402 还是帮别人买的 我真的笑了。,2019-06
JSQ22-HWA,美的（Midea）,799.00,1,买回来20天就坏了，不出热水，打售后说报给师傅联系我一个多小时了根本没人联系我，售后的电话我都追了几个了,2020-05
JSQ22-HWA,美的（Midea）,799.00,1,昨晚装好，今早起来故障代码E6，没热水。售后上门说要换主板，我说才用一次不修了直接退货吧，可京东售后审核几个小时还没给退。现在是热水器用不了退货等待审核,2020-01
JSQ22-HWA,美的（Midea）,799.00,1,热水器新买回来就不升温，还恒温热水器，温度还不如我们之前那个热水器。安装师傅调试不好，协商退货！早上美的售后说协商退货，下午一直不来取件。一个电话都没有联系的&hellip;&hellip;刚刚美的售后又打电话问，热水器安装完毕没？我说了在协商退货后，客服就挂电话了，态度真差。装新的热水器，旧的热水器就两个螺丝，拆还要收费,2020-04
JSQ22-HWA,美的（Midea）,799.00,1,这款看着便宜，质量好差。刚买纯新的，师傅安装后就发现水不热，师傅也很无奈。只能再换一台,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,安装师傅上门要300材料费，热水气才800多，什么吊材料这么贵，,2020-06
JSQ22-HWA,美的（Midea）,799.00,1,第一次购买的装机两天 就坏费电费气还不出热水。这次给我换了台新的 看表现吧。纵有万般好 一差毁所有。,2019-10
JSQ22-HWA,美的（Midea）,799.00,1,质量不知道好不好？就是安装收费贵的特奇，虽然很信任美的，但是不要拿安装来坑消费者。,2019-07
JSQ22-HWA,美的（Midea）,799.00,1,不是新的使用过，无意发现里面有水流出，保护膜已经揭开，还留有一角未揭完，有明显安装悬挂痕迹，京东自营怎么也没想到，,2019-09
JSQ22-HWA,美的（Midea）,799.00,1,"热水器的外观到处都是划痕，着急用也就懒得换了
外形外观：好几处划痕",2020-03
JSQ22-HWA,美的（Midea）,799.00,1,农村的厨房和洗澡间在一块的。就别买了。不给安装不符合安装条件。还好退货,2020-06
JSQ22-HWA,美的（Midea）,799.00,1,"噪音大小：噪音大
恒温效果：用两个月了，恒温效果不好，经常一会热水一会凉水",2020-07
JSQ22-HWA,美的（Midea）,799.00,1,师傅收费高不说，还给我换了两个坏的角阀，就不理我，现在都还在漏水，只能看到漏水，就不知道漏不漏气,2020-06
JSQ22-HWA,美的（Midea）,799.00,1,说了你们不信，昨天买，今天到货，安装用后漏电，刚打完售后电话,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,出水速度：热水量和同是12升的林内比起小很多，不知道为什么，是热功率原因吗,2020-03
JSQ22-HWA,美的（Midea）,799.00,1,"查的是所谓的免费安装服务，安装服务费都抵半个主机钱了，好不好大家自己体会，反正就是不用老的
安装服务：赚钱赚在安装上",2020-06
JSQ22-HWA,美的（Midea）,799.00,1,出厂配的排烟管道50公分 目前商品房墙厚30公分 加上装潢和连接部分，排烟管实际伸到外墙就10公分，燃气热水器开机就报E5风压故障 不买加长烟管就是不好使！厂家排烟管不加长的话 不建议买。,2019-08
JSQ22-HWA,美的（Midea）,799.00,1,东西没问题，很好使用，但售后安装乱收费，好像这已经成为买热水器被宰的正常现象了。,2020-01
JSQ22-HWA,美的（Midea）,799.00,1,东西刚装上，出水口这边里面漏水。这出厂东西都不检验吗？,2020-03
JSQ22-HWA,美的（Midea）,799.00,1,安装费都要快赶上机器的价钱了。安装费433，呵呵，打我电话安装的人，事后才知道竟然还不是美的官方售后人员，那么到底是谁泄露了我的个人信息，以后质保美的还承不承认？,2019-08
JSQ22-HWA,美的（Midea）,799.00,1,"外形外观：方正金属感强，没有任何温度，看着冷冰的
恒温效果：目前没有使用也不知道情况但京东的服务太差了
噪音大小：试用后来评价吧
出水速度：12升估计是可以的
安装服务：目前没有安装，但显示已经完工",2019-11
JSQ22-HWA,美的（Midea）,799.00,1,产品没得说，就是安装时间准备自己买配件，不用安装人员配件，他们不乐意给装。说什么漏气了有质量原因了不负责任。懒得和他们去较真，最后用了他们的配件。只是价格比外面的贵了好多。有点坑,2019-07
JSQ22-HWA,美的（Midea）,799.00,1,外观可以，安装态度不错 但是安装的不好，一打开哗啦哗啦响根本没固定。声音特别大，像修路的压路机，总体效果不是很好,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,配送速度还是蛮快的，就是热水器本身不好，连个燃气管接头都没有，以前买都是有的，卖着卖着配件越来越少，变相的增加消费，其实应该是越来越完善才对，这样才更新的吸引消费者。,2019-09
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：服务收费高，仅安装材料费就300多，材料单价是市场价的2.5倍，安装质量差，墙里有预留不走，闲麻烦，走明线，难看死了！！！,2019-09
JSQ22-HWA,美的（Midea）,799.00,1,最近刚开始用，洗了几次澡都是热水断断续续的，一会是热的，一会又是凉水,2020-05
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：安装师傅很暴力，老的热水器出气管道比新买的小！直接把墙给砸了墙，导致外墙皮脱落！物业找上门，为啥师傅就不能把新热水器出气管跟老管子链接一起，就算有尺寸偏差也可以用锡纸胶带多裹些胶带！而不是非要用尺寸一样的出气管，唉?！多动点头脑，原本很简单的事被师傅搞的糟心！,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,收到的是旧机，开箱机体表面大量黑色油污，安装位置有划痕。怎么会有这样的服务，涉及安装的商品反复折腾，耽误工作时间，搞得家里乱乱的,2020-04
JSQ22-HWA,美的（Midea）,799.00,1,"出水速度：可以
安装服务：说起来安装免费，可是安装的时候无论如何都会让你出钱的，而且收费不止一点点。你买的所有安装配件东西都是不能用的，只有他的才能用，并且他们的配件东西卖的賊贵了，买热水器的人儿要有买一个热水器，付出半个热水器安装费用的心理准备。
噪音大小：能接受
耗能情况：不清楚
恒温效果：还好
外形外观：可以",2020-03
JSQ22-HWA,美的（Midea）,799.00,1,安装好后当时有热水  晚上洗澡差点冻死   一会热水一会直接凉水  什么恒温都是噱头,2020-01
JSQ22-HWA,美的（Midea）,799.00,1,产品有明显使用痕迹，有掉漆现像，管道进出水口有大量水，保护膜已撕掉，插头有明显划痕和掉漆现像,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,恒温效果：除了洗菜盆那里是热水，洗澡的地方水都是冰凉的，因为是新房，装好也没在哪里洗澡，过完年，才去用，快冻死了，问客服，也没人回答，一直很信任京东，这次真的心凉了呀,2020-01
JSQ22-HWA,美的（Midea）,799.00,1,装上用质量就有问题，经常不能启动，出冷水。启动后也突冷突热，显示故障代码E5后停机，售后半个月了都没给处理，希望能给个合理解释,2020-01
JSQ22-HWA,美的（Midea）,799.00,1,这次发过来的 防风冒还是漏风 到现在还不能正常使用每次用完还得放水 这是什么双重防冻啊 别的品牌的燃气热水器怎么就不用放水 还是质量原因还是使用原因,2020-01
JSQ22-HWA,美的（Midea）,799.00,1,家里电器空调都是用美的，这次购买的燃气热水器商品没问题，对安装很不满意，我家是用天然气，热水器安装在浴室，只有浴室最适合安装，浴室有一个大窗户，地方也够大。安装师傅也上门看过了，其他地方没有办法装。师傅建议换一个可以安装在浴室的热水器。这个型号不能安装。安装师傅让同客服沟通，客服让同安装师傅沟通，最后只能自己找其他维修师傅安装。建议美的公司如果强制要求不能安装在浴室，请在显眼的地方特别注明！你们在安装页面注明没多少人会去看的！！,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,厂家宣传超低水压启动点火（水压大于0.02帕即可），提出质疑，目前安装该款热水器后，还不如替换下来的十五年前的樱花热水器的点火启动状况，一句话白换了新热水器！,2019-06
JSQ22-HWA,美的（Midea）,799.00,1,必须给其它准备买该热水器的朋友一个警惕，送过来的机器基本上是裸机。 排气管 水管 角阀这种便宜的东西如果你不懂水电，基本不会自行准备好的。师傅上门免除任何安装费用。然后材料费给的报价是当地五金店的三倍，淘宝店的四陪。在京东问答那里说这些事。美的官方会很吊地说，完全按照材料费报价的。他们家的五金配件估计是用999金打出来的。在京东这里买的热水器。原来利润最大的地方在上门后的附加配件。问答那里还有一个可能家距离排烟地方远。配件费去到了700。就是一台机器的价格。当然，我也是学法律的。京东，美的完全没有违法违纪，不过这种销售手段和蒋介石的***吃人有得一比。我会尽我的微小影响力让身边的人，网络的人知道这件事的。,2020-05
JSQ22-HWA,美的（Midea）,799.00,1,垃圾美的，买来就坏了，售后拖,2019-10
JSQ22-HWA,美的（Midea）,799.00,1,太伤心了，七天天理由是个坑！！！！,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,第一次买到这么脏的机器，连二手机器都不如。,2019-06
JSQ22-HWA,美的（Midea）,799.00,1,体验了几天，总是报E5错误，简直就没法用，对美的失望透顶。,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,"通气通电开机后发现机器点不着，
目前不知道原因，完全用不了
先给一星，弄好后再追评",2019-06
JSQ22-HWA,美的（Midea）,799.00,1,买了没有多久便宜*，太坑了吧！当时买的时候还要*，套路太多了。,2019-06
JSQ22-HWA,美的（Midea）,799.00,1,买错了，装上去才发现马上卸下来，就不给退了，用都没用，真垃圾,2019-09
JSQ22-HWA,美的（Midea）,799.00,1,差评和商品无关。京东618搞欺骗投诉无人理，严重影响心情一律差评。,2019-06
JSQ22-HWA,美的（Midea）,799.00,1,垃圾，送来的竟然是坏的！,2019-06
JSQ22-HWA,美的（Midea）,799.00,1,"完成你妹,现在货都还没送到，黑手就帮我签单了，好诡异，这次618购物真不爽。",2019-06
JSQ22-HWA,美的（Midea）,799.00,1,售后站点工作人员态度极差,2020-06
JSQ22-HWA,美的（Midea）,799.00,1,我晕，刚刚买回来就降了150块钱，太坑了！还是去**买稳当点。套路深！**！,2019-02
JSQ22-HWA,美的（Midea）,799.00,1,安装配件太贵了，没法接受了,2019-10
JSQ22-HWA,美的（Midea）,799.00,1,买后第二天就便宜*，瞬间感觉被坑,2019-05
JSQ22-HWA,美的（Midea）,799.00,1,售后太糟糕，货都收到几天了也没有人联系安装。,2019-05
JSQ22-HWA,美的（Midea）,799.00,1,安装师傅态度不好，差评,2019-08
JSQ22-HWA,美的（Midea）,799.00,1,噪音大小：声音太大了！嗡嗡的！烦人,2019-10
JSQ22-HWA,美的（Midea）,799.00,1,双11降价太厉害，没有质保，谁还敢买？,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,差评，什么都不用说。一肚子气,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,安装费花了700多，坚决差评，**商家！！,2019-08
JSQ22-HWA,美的（Midea）,799.00,1,不给安装！垃圾！自己安装的！,2019-09
JSQ22-HWA,美的（Midea）,799.00,1,安装服务非常差,2019-05
JSQ22-HWA,美的（Midea）,799.00,1,买的时候有评价赠品，买完就不认，客服装死复读！大家看好了，而且买了不到10天就报错！,2019-06
JSQ22-HWA,美的（Midea）,799.00,1,服务态度超级的差,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,真是无语没有收到货居然显示签收我的货去哪了这不是**吗,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,用起来烧水的时候声音太大了呼呼的声音,2019-05
JSQ22-HWA,美的（Midea）,799.00,1,安装直接打到热水管，***郁闷，服务太差,2019-05
JSQ22-HWA,美的（Midea）,799.00,1,买错了不能退 我用的是液化气  你叫我留着怎么用 一点都不人性化,2020-02
JSQ22-HWA,美的（Midea）,799.00,1,出水速度：出水速度太慢，低水压根本无法启动！,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,差评，和卖家预约安装速度慢，不包打孔。,2019-07
JSQ22-HWA,美的（Midea）,799.00,1,东西不评价，这一星给售后安装，费用见附图自己看嘛，给家中老人买的，替换旧的，好忽悠。,2019-04
JSQ22-HWA,美的（Midea）,799.00,1,当天收货，再打开页面掉价*元，心里很不高兴，不舒服,2019-05
JSQ22-HWA,美的（Midea）,799.00,1,垃圾产品！开机抖动明显，噪音严重扰民！,2019-12
JSQ22-HWA,美的（Midea）,799.00,1,安装服务：垃圾的不能再垃圾了，退货还退不掉，后台一直不批，最差的一次购物,2020-05
JSQ22-HWA,美的（Midea）,799.00,1,残次品，一点都不方正！难道促销活动就是残次品专卖吗？,2019-07
JSQ22-HWA,美的（Midea）,799.00,1,辣鸡，到货两天了没人来装，一个电话都没有，我祝你们美的早死，马上老子就打投诉电话,2020-01
JSQ22-HWA,美的（Midea）,799.00,1,热水器没有配水管，气管，差评,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,最痛苦的一次购物，等一天安装师傅，售后电话也没人接,2019-11
JSQ22-HWA,美的（Midea）,799.00,1,客户太差劲了，美的专卖店,2020-03
JSQ22-HWA,美的（Midea）,799.00,1,售后服务太差，来安装的从早上说来一直到晚上都没有来，打电话也不接了。,2019-05
