good_id,brand,price,score,comment,creationDate
JSQ22-HWA,美的（Midea）,799.00,5,美的燃气热水器安装及时，服务到位，因为是旧机换新机，其他的烟道和水管不需要更时间很快，短短二十分钟左右就好了，测试了一下，很好！讲讲热水器没有多余功能家用足够了，水量合适温度可调！高低都很高温提示防烫伤。很贴心！,2020-05-03
JSQ22-HWA,美的（Midea）,799.00,5,送货很及时，上门来安装的师傅也很及时，因为急着用，师傅大中午没吃午饭的来帮安装，服务态度非常好，安装也很细心，还耐心地教怎么用！热水器也很好，出水可以，自动调节温度，不像以前调节到合适的水温要两头跑，而且自带马达抽废气出去，感觉放心多了。,2020-02-19
JSQ22-HWA,美的（Midea）,799.00,5,外观很美观，出水温度很很稳，噪音特别小，出水速度特别快，安装很快很到位。,2020-04-06
JSQ22-HWA,美的（Midea）,799.00,5,热水器给我的感觉就是好便宜呀，而且外形也很时尚大方，比在店里之前买的华丽，便宜太多了，店里的华弟真的是贵，而这款美的，仅仅只需要1/3的价格，就能买到，非常棒，出水量很大，热的速度也很快，总体来说绝对是物美价廉，绝对是值得购买，安装师傅也很热心,2020-05-18
JSQ22-HWA,美的（Midea）,799.00,5,质量非常的好用用再说吧！安装师傅上门安装了，也挺好的但现在看质量还挺好，挺不错的，出热水挺顺的时间长了看看吧，不知道能不能用时间长不过相信美的的品牌，还不错吧一直买的很多东西，都是美的的！！！！！！！！！！！！！！,2020-05-16
JSQ22-HWA,美的（Midea）,799.00,5,"目前整体来说不错，
外观外形：简洁，大气
恒温效果：没有忽冷忽热，效果不错
出水速度：比较满意
安装服务：货到就联系安装了，安装师傅很专业，服务很好
耗能情况：不太清楚了，没啥概念
总之，这次购物都还满意，物流也很好，好评",2020-06-05
JSQ22-HWA,美的（Midea）,799.00,5,"好评，物流很快，送货及时。商品功能齐全，操作简单，家人很快上手，温度显示醒目，外观拉丝银简约时尚。安装师傅也很及时，安装操作专业细心，此款热水器性价比高，质保期6年，美的品牌值得信赖。
外形外观：简约时尚
恒温效果：不错，温度稳定
噪音大小：可以，不大
安装服务：及时专业细心",2020-01-03
JSQ22-HWA,美的（Midea）,799.00,5,美的的产品非常不错，家里很多家电都是美的的产品，而且价格方面美的一直比较亲民，这次家里老热水器坏了，第一时间想到的品牌就是美的，京东物流非常快捷，第二天就送到了，安装师傅也及时联系了我们，下午就来安装了，已经推荐给其他朋友们了，下次需要还来购买。,2020-06-05
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：外观不错，造型美观。
恒温效果：热稳定效果很好。
噪音大小：噪音不大，满意。
出水速度：出水快速，使用方便。
安装服务：送货上门快速便捷。
耗能情况：节能环保。",2020-01-10
JSQ22-HWA,美的（Midea）,799.00,5,宝贝已经收到了，个人觉得特别好，之前用的也是美的的，售后免费拆装，非常热情，开关水几乎是秒热，声音稍微有点大，可以接受，推荐购买,2020-04-15
JSQ22-HWA,美的（Midea）,799.00,5,"美的大品牌值得信赖，线条流畅优美，机身小巧漂亮，安在房间是装修品似的！漂亮占地小！
快速热水，不用等多久！安安逸无噪音！晚上安静时没有多大声音！
外观漂亮上档次！下次再买几台！
安装快速美丽，师傅送货安装都很好！两个地方同时使用热水完全没有问题？12大水量",2020-06-04
JSQ22-HWA,美的（Midea）,799.00,5,"安装服务：作专业，服务周到，安全细致。尤其在疫情非常时期，急客户所急，工作人员美的工作服，佩戴口罩，防护可以的。点赞
出水速度：出水快，视频拍的声音是放的自来水声音不是热水器声音，不错，很好。",2020-02-11
JSQ22-HWA,美的（Midea）,799.00,5,美的品牌值得信赖，双十一抢的超级划算，安装师傅耐心热情，上门两次，第一次量尺寸圈定打眼位置，第二次安装，不厌其烦讲解使用方法，出水恒温，小水流也挺敏感的，就能启动，这个型号比电热水器省不少钱吧，哈哈哈，还不怕被电到。,2020-01-11
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：美观大方，大品牌放心
恒温效果：恒温，41℃洗澡很舒适
噪音大小：不大，能接受
出水速度：出水速度快，操作简单
安装服务：服务到位，物流很快
耗能情况：低能耗高效率",2020-01-20
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：精美绝伦
恒温效果：持续温度很好
噪音大小：很小比之前噪音小很多
出水速度：出热水很快
安装服务：满意，非常完美
耗能情况：节能还不清楚标的能耗2级，应该还可以吧！",2020-03-04
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：外形美观大方，屏幕显示效果很好，
恒温效果：精准控制水温，
噪音大小：运行安静
出水速度：热水出水快，
安装服务：安装师傅态度极好，还把清洁都给做了，这必须点赞????
耗能情况：能耗控制很好，省气省心。",2020-05-22
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：简洁大方
恒温效果：很不错，开火一小会儿之后水温就稳定了，智能温控，全程恒温。用了几天才来评的，目前没有出现过水温变化或忽冷忽热的情况
噪音大小：正常吧，没有很安静，但也不会很吵，能接受
出水速度：正常，挺快的
安装服务：服务挺好的，提前联系，态度好，专业。收费专业透明",2020-04-11
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：简洁美观大方，磨砂银色，显档次，大屏数字显示很清晰。
恒温效果：出水热后温度恒定，不会时凉时热，洗澡舒适，不担心水温。
噪音大小：噪音小，运行稳定安静。
出水速度：打开后运行速度快，出水温度提高快。
安装服务：发货送货快，安装师傅服务很好，安装熟练，心细到位。
耗能情况：能耗低热效高，省心省气，安全可靠。",2020-05-26
JSQ22-HWA,美的（Midea）,799.00,5,颜色是银白色，很干净高级的颜色，打开热水管很快就出热水了，恒温效果好，没有出现留冷水的情况，出水速度很快，水流也很大。运行中声音正常，师傅安装速度非常快，送货第二天就来安装了，安装专业。比较省电，很满意一次购物。,2020-06-08
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：外形大小合适，美观，一体无突出按键
恒温效果：恒温效果好，现在的气温，设定39度水温，洗澡时很好。
噪音大小：声音很轻，无噪音。
出水速度：出水速度很快。
安装服务：安装师傅准时上门，安装过程中告知我们注意事项，安装到位后还进行了调试。
耗能情况：二级能耗，省电。",2020-06-30
JSQ22-HWA,美的（Midea）,799.00,5,这个天然气非常好，做工跟精品一样，外壳拉丝工艺拉的相当到位，没有一丝瑕疵，直接插电供电，省去日常更换电池的烦恼，安装师傅的技术很厉害，刚好能把烟口刚好伸出防盗网，不担心自己吸入废气，废气都往外排放，对美的这个天然气尤为满意，没想到美的现在的东西越早越好，以前不是以前那个美的了，以后会经常光顾美的商品，优先考虑考虑,2020-06-04
JSQ22-HWA,美的（Midea）,799.00,5,用了一周 体验很好 很快就出热水 也没什么声音 就和燃气灶烧气的声音一样  安装师傅很专业 也客气 几分钟就弄好了 很好满意,2019-06-16
JSQ22-HWA,美的（Midea）,799.00,5,美的热水器不愧为大品牌，做工不错。使用材质很厚道，不锈钢拉丝面板，大屏幕显示，很漂亮。运行时声音比较小，老年人说比以前的烟道式声音小多了，出水温度很稳定，不会忽高忽低，12升铜水箱确实很给力。安装师傅专业，安装价格也很透明，不错。,2020-05-11
JSQ22-HWA,美的（Midea）,799.00,5,一家5口使用，容积量够够的，关键价格也实惠。师傅上门安装，买到安装使用2天时间，特别快。京东物流这方面还是很给力的，已经用了一段时间了，才来评价，目前没有什么问题，说质保5年，不错哦。喜欢用美的的电器。推荐～,2020-05-18
JSQ22-HWA,美的（Midea）,799.00,5,京东物流很给力，618零点下的单，618中午就到了，619安装，两个安装师傅干活麻利，态度和蔼，半个小时搞定，还细心地把所有的缝隙都封了一遍，赞一个！机器外观简洁漂亮，操作方便简单，噪音可以接受，出水量大，再也没有原来忽冷忽热的感觉了！能耗还没体会，估计不会大。,2020-06-19
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：燃气热水器销量第一，外观简洁大方！
恒温效果：燃气热水器恒温效果是最好的，洗澡体验最好，可以一直洗，一直爽！
噪音大小：杂着水的声音，热水器运行的声音可以忽略不计了吧！
出水速度：这取决于你家的水压大小，总之满意！
安装服务：非常态度好，非常迅速！
耗能情况：相对来说，燃气是最便宜的洗澡方式了！",2020-06-28
JSQ22-HWA,美的（Midea）,799.00,5,"恒温效果：出水温度恒定，家里之前水压偏小热水器忽冷忽热，这款较好的解决了
安装服务：预约安装非常便捷，头天送货第二天安装，疫情期间效率不错",2020-03-17
JSQ22-HWA,美的（Midea）,799.00,5,买了多次美的的商品，空调，冰箱，灶具，热水器就买了六台，父母两台，岳母一台，自己用三台，都很好用，没有出现过什么问题。这款热水器价格极其便宜，同样保修六年，懂的人自然会买，跟一两千的没有质的区别，少了许多花里胡哨的功能。,2020-01-13
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：很好看 银色的 很干净
安装服务：小哥服务很好 很有耐心 和我老公是老乡 很亲切
耗能情况：目前还没有投入使用 以后会来追加",2020-06-13
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：外形非常美观
恒温效果：整体使用还不错
噪音大小：噪音稍微有点大
出水速度：出水速度很快
家里热水器坏了，估计是水压太低，总是打不着火，大冬天的还得洗冷水澡，换了这款之后，就再也没出现过这个情况，幸福感爆棚。物流很快，第二天到货，安装也很快，安装师傅态度也很好，整体使用非常满意，值得推荐。",2020-02-10
JSQ22-HWA,美的（Midea）,799.00,5,送货上门，速度很快，我很满意！热水器非常好用，外形非常简洁，银色磨砂质地，加上黑色按键，非常高级。水温可调节，也很稳定，不会忽冷忽热，水量也很大，加热也很快，就算关掉在开，也很快热水衔接。而且，热水器工作状态，声音也不大，没有噪音。按键只要三个，操作非常方便。不得不赞的是客服，从下单开始，就一直有客服联系，确定送货及安装时间，尤其在新冠病毒隔离的特殊时期，能及时送货安装，非常感谢！,2020-04-09
JSQ22-HWA,美的（Midea）,799.00,5,时尚大方，没有噪音，出水速度很快。安装师傅仔细负责。京东物流还是一如既往的快！,2020-05-03
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：金属质感，高大上
恒温效果：安装完马上使用了一下，热水很快，温度很好
噪音大小：这个无所谓，只要排气顺畅就行
出水速度：很赞很赞，都要等一小下出热水，正常范围
耗能情况：天然气烧热水，用多少烧多少，正常耗能
安装服务：中午收货，下午就来安装了，师傅很好，安装速度快，赞赞赞",2019-11-04
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：简洁大方明了的外形，不锈钢拉丝面板，高档大气
恒温效果：小户型使用完全没问题恒温效果很好?
噪音大小：几乎没啥噪音
出水速度：速度快，可能离得近
安装服务：表扬京东物流的送货服务，我们在比较偏远的地方也是隔天就送货上门，美的的安装服务人员态度超好，动作利索，因为是换新机所以什么额外的材料费都没有，棒！",2020-06-29
JSQ22-HWA,美的（Midea）,799.00,5,热水器很快就送来了，安装师傅马上开始了安装，他们很敬业，专业技术很强，操作娴熟，作风过硬，干的活还净利索，甚至我们的赞誉。热水器大品牌质量有保证，水热的快出水冲，温度调节很方便，价格优惠好产品,2020-02-11
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：美的的燃气热水器外观设计漂亮，档次高，耐看！
恒温效果：温度精准，温差小。
噪音大小：噪音不大好在正常范围。
出水速度：出水速度非常快。
安装服务：安装速度非常快，如果不用包装外的材料是免费的。
耗能情况：耗能不高。",2020-04-22
JSQ22-HWA,美的（Midea）,799.00,5,"外观简洁大方，性价比很高，非常超值，使用简单，只有开关和温度设定，很方便。支持老楼低水压启动，出水稳定，热得快。
安装快捷，明码标价。不过配件比自己买还是稍微贵一点点。建议自备燃气管、丝扣管，这样就没有额外费用了。",2019-09-17
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：款式新颖，美观大方，大屏幕显示很有范儿。
恒温效果：精准控制水温，冬天洗澡舒服。
噪音大小：运行安静，基本没什么噪音。
出水速度：来水很快，速热型。
安装服务：厂家送货并且包安装，安装师傅认真细心，确保没有任何问题。
耗能情况：低耗能，放心使用。
大品牌值得推荐一直信赖京东!",2020-03-27
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：是我喜欢的款式，外观简易、大气，智能触摸大屏显示。
恒温效果：自动感应恒温，断电后能继续运作达到预设温度。
噪音大小：我老公说，这款美的确实不错，工作时声音小，无噪音感。
出水速度：快速出热水，供水量还挺大的，能满足家庭需求。
安装服务：务态度给 5?
耗能情况：超级节能",2020-01-11
JSQ22-HWA,美的（Midea）,799.00,5,相信品牌的力量，是电视上说过的。美的热水器外观设计简洁明了。操作简单方便，适合爸妈在家里使用。恒温的，水温不会时冷时热，由于用的是燃气的，是有点声音的，跟之前那个热水器差不多，可以接受，安装师傅也很好，也很及时！,2020-05-18
JSQ22-HWA,美的（Midea）,799.00,5,租的房子原来的强排机坏了，突然就不能用了，好郁闷，疫情期间找不到人修，京东买的这个送货超快，两天就送到了，老公自己就换上去了，为了安全，没有请师傅上门安装，小区也不允许外部人员进入。热水器挺好的，造型简单大方，使用简单，恒温效果很好，水大了小了温度都很好的，产品价格也实惠，超赞！,2020-02-11
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：外观设计简洁大方，显示屏很大一目了然
恒温效果：精准控制温度，调节温度方便
噪音大小：运行平稳，没有澡音
出水速度：热水出得很快，即开即热
安装服务：安装师傅好，工作认真负责
耗能情况：能耗控制得好，节省煤气，即开即用。京东送货及时，服务态度好。以后还会在京东购买。",2020-06-03
JSQ22-HWA,美的（Midea）,799.00,5,"恒温效果：好，停顿后仍然会出相同温度的水。
外形外观：简洁大方。
噪音大小：很小。
安装服务：安装也很快速。",2020-06-25
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：外形美观大气，
恒温效果：精准控制水温，洗澡很舒适，
噪音大小：运行安静，
出水速度：热水出水很快，即开即热，
安装服务：安装师傅技术高，服务态度很好，
耗能情况：耗能控制的很好，省气，省心。",2020-01-16
JSQ22-HWA,美的（Midea）,799.00,5,美的热水器外观整体看起来还不错，质量就没得讲了，恒温的效果很不错，要多少度的水就选择多少度。很不错。噪音比起以前买的那就很好了，噪音很小。出水速度很快，几秒就热，赞一个，美的安装服务很到位，很热勤。耗能也很小。美的品质值得购买！,2020-07-06
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：简单大方
出水速度：很快
安装服务：父 特别好 安装的也比较精细  很为用户考虑 省了不少钱呢 
噪音大小：噪音也不大
送货特别快  无损坏  给快递小哥点赞",2020-01-29
JSQ22-HWA,美的（Midea）,799.00,5,美的电器，中国名牌美的空调更好， 美的热水器都很好。我喜欢。效果不冷不热，刚刚好，温度45度很巴适。,2019-09-04
JSQ22-HWA,美的（Midea）,799.00,5,安装师傅非常好，美的家电送货很快，当天上午买下午就送到了，预约第二天安装，师傅准时联系，因为装在老房子，离城区有一定距离，但是安装师傅准时到达，进屋马上安装。安装后收拾很干净，美的家电值得信赖，热水器使用很方便，恒温，温度合适。声音稍大！,2020-06-14
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：简单大方，方便实用。
恒温效果：测试了一下，温度很不错。
噪音大小：很小，可以接受。
出水速度：出水很大
安装服务：服务态度很好，服务质量很好。
耗能情况：二级节能
快递速度很快，售后师傅安装的很认真，排管很漂亮，美的的牌子还是值得信赖的，安装费用再少点就很美丽了。",2020-01-19
JSQ22-HWA,美的（Midea）,799.00,5,外观时尚简约，水温恒温，运行时噪音比较小，出水流畅，能耗等级低，性价比很高的一款热水器，赞?,2020-01-01
JSQ22-HWA,美的（Midea）,799.00,5,外包装完整无损，外形设计简洁明快，操作简单易掌握，启动后声音很小，出水温和足量，供热水迅速，售后安装跟进及时迅速，安装人员服务到位，安装结束清理干净，工作态度认真负责，物超所值，非常值得推荐购买的一款热水器,2020-06-05
JSQ22-HWA,美的（Midea）,799.00,5,送货师傅很好很快，产品价格便宜，比店铺起码便宜一半还多，还是网上买的实惠，安装方便简单，十分钟完事。出热水时间很快噪声也比之前坏掉的低不少，使用过程中没有出现温度急剧变化的现象，美的的品牌使用起来还是很放心的，强烈建议大家购买，这款功能不多，比如不能实时显示水温，美中不足，有需求的可买更高级的型号。,2020-01-30
JSQ22-HWA,美的（Midea）,799.00,5,这款产品外形简约，拉丝表面大方有型，面板操作简单，温度控制精度为1℃。，出水很迅速。京东送货很快，赶在年前安装上了。材料费很透明，我们是更换了原来的10升的老产品，排烟管，水管，角阀都用原来的，所以没有材料费。,2020-01-23
JSQ22-HWA,美的（Midea）,799.00,5,"外形外观：挺漂亮
恒温效果：很好，水压低也能正常使用
噪音大小：挺小的
出水速度：很快，而且均匀
安装服务：小哥服务到位，安装很好
耗能情况：还没长期使用，用完再来追评。",2020-01-12
JSQ22-HWA,美的（Midea）,799.00,5,收到，包装非常好，我一直在用燃气热水器，我自己安装的，安装简单，操作简单，外形简捷，银色很漂亮，出水量很大，噪音很小，价格实惠，快递非常快，直接给送到室内，值得购买，全5颗星好评。,2020-07-01
